dataset,changepoint_prior_scale,daily_seasonality,seasonality_mode,seasonality_prior_scale,rmse,mae,r2
trace10.csv,0.01,True,additive,0.1,197.13025119828768,168.45465087890625,-0.3151329755783081
trace10.csv,0.01,True,additive,1.0,197.49211811804034,169.3475341796875,-0.3199657201766968
trace10.csv,0.01,True,additive,10.0,198.19069297333314,170.45843505859375,-0.32932019233703613
trace10.csv,0.01,True,multiplicative,0.01,304.77581412408693,269.901611328125,-2.1435770988464355
trace10.csv,0.01,True,multiplicative,0.1,148.23840595473226,123.15171813964844,0.25632262229919434
trace10.csv,0.01,True,multiplicative,1.0,148.72572674851853,124.49211883544922,0.25142502784729004
trace10.csv,0.01,True,multiplicative,10.0,149.2121366335527,122.89765930175781,0.24652057886123657
trace10.csv,0.01,False,additive,0.01,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.01,False,additive,0.1,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.01,False,additive,1.0,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.01,False,additive,10.0,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.01,False,multiplicative,0.01,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.01,False,multiplicative,0.1,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.01,False,multiplicative,1.0,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.01,False,multiplicative,10.0,352.6900307812797,314.0001220703125,-3.209683895111084
trace10.csv,0.05,True,additive,0.01,128.3689522066181,102.7588882446289,0.4423225522041321
trace10.csv,0.05,True,additive,0.1,129.24567056336934,103.10533905029297,0.4346790313720703
trace10.csv,0.05,True,additive,1.0,128.59150590386986,102.62267303466797,0.44038712978363037
trace10.csv,0.05,True,additive,10.0,128.4001998757206,102.87708282470703,0.4420509934425354
trace10.csv,0.05,True,multiplicative,0.01,155.40373326435886,129.56631469726562,0.1826915740966797
trace10.csv,0.05,True,multiplicative,0.1,126.02872006511056,97.7025375366211,0.4624707102775574
trace10.csv,0.05,True,multiplicative,1.0,127.71918965547033,98.06919860839844,0.44795382022857666
trace10.csv,0.05,True,multiplicative,10.0,127.04229272421448,98.51763916015625,0.4537898898124695
trace10.csv,0.05,False,additive,0.01,284.6704234724781,253.1705322265625,-1.7425072193145752
trace10.csv,0.05,False,additive,0.1,284.6704234724781,253.1705322265625,-1.7425072193145752
trace10.csv,0.05,False,additive,1.0,284.6704234724781,253.1705322265625,-1.7425072193145752
trace10.csv,0.05,False,additive,10.0,284.6704234724781,253.1705322265625,-1.7425072193145752
trace10.csv,0.05,False,multiplicative,0.01,284.6704234724781,253.1705322265625,-1.7425072193145752
trace10.csv,0.05,False,multiplicative,0.1,284.6704234724781,253.1705322265625,-1.7425072193145752
trace10.csv,0.05,False,multiplicative,1.0,284.6704234724781,253.1705322265625,-1.7425072193145752
